"schema","uuid","id","title","abstract","datasetURI","category","metadatacreationdate","date-publication","date-revision","temporal_extent_start","temporal_extent_end","keyword","geoBox","LegalConstraints","link","format","contact-pointOfContact","keyword-1","Constraints"
"iso19139","91d27505-8bcf-4bec-aa04-862cfb8e9331","101979","Land Cover Circa 1800: Michigan, 2015","Landuse circa 1800 is a statewide database for Michigan based on original surveyors tree data and descriptions of the vegetation and land between 1816 and 1856. This is a fully attributed version that contains all vegetation codes (see attribute information). The database creators recognize that there are errors in the database due to interpretation and data input. Errors of comission and omission may still exist in the current version of the database. For concerns on the use, see the limitations listed below, refer to the references provided, or call the contact for more information. Database has county codes and data in it from IDENTITY process run against the stco100 database. This provides county names and FIPS codes. Ran the ADDAREA command to add area in acres and square miles as well. Please do not redistribute this database - please have requestors contact the source. Also note the version/edition number on this database release. Any future updates or modifications will have a version/edition number assigned. All previous versions/editions should be destroyed or removed to an archive status. Version 1.0 - completed QA/QC Version 1.1 - Annotation removed from all LU1800 databases.","3269b9e0d086429c8472c508fe5ad6bb_2","dataset","2017-04-07T12:34:33","","","2015","2015","Michigan, United States","-90.4187###-82.4131###41.6961###48.2386","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/3269b9e0d086429c8472c508fe5ad6bb_2.zip###https://gis-michigan.opendata.arcgis.com/datasets/3269b9e0d086429c8472c508fe5ad6bb_2###https://opengeometadata.github.io/big-ten/91/d2/75/058bcf4becaa04862cfb8e9331/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/environment/MapServer/2###https://gis-michigan.opendata.arcgis.com/datasets/3269b9e0d086429c8472c508fe5ad6bb_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","8f682886-ec29-4e60-975f-81ed63376045","101980","Quaternary Geology: Michigan, 2015","Michigan Quaternary Geology","8f17d688ad814b34898f58904949e945_1","dataset","2017-04-07T12:34:31","","","2015","2015","Michigan, United States###Geology","-90.3278###-82.4257###41.7092###47.4687","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/8f17d688ad814b34898f58904949e945_1.zip###https://opengeometadata.github.io/big-ten/8f/68/28/86ec294e60975f81ed63376045/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/geology/MapServer/1###https://gis-michigan.opendata.arcgis.com/datasets/8f17d688ad814b34898f58904949e945_1","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","9276525d-52f1-4895-8b05-e6deb7608865","101978","Detroit Historic Local Designations HDC PDD: Michigan, 2014","Locally designated historic places maintained by The Detroit Historic District Commission which is a city agency that was formed by Detroit Ordinance 161-H in 1976. Its purpose is to ensure the preservation of historically and culturally significant areas of the City which are designated by the City Council as Historic Districts. The Commission is made up of seven Detroit residents who are appointed by Mayor. These dedicated volunteers are generally residents of historic districts and represent such professions as architects and realtors. The Commission staff is located within the City of Detroit's Planning & Development Department.","placeholder","dataset","2017-04-14T13:24:21","","","2014","2014","Michigan, United States","-83.26357259184677###-82.93608264645583###42.29166461356274###42.44020135517705","public","https://gis-michigan.opendata.arcgis.com/###https://opengeometadata.github.io/big-ten/92/76/52/5d52f148958b05e6deb7608865/iso19139","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","966213c4-71a0-4eb8-9266-090a37698e2a","101974","Michigan DNR Forest Management Units: Michigan, 2015","This dataset covers Michigan DNR Forest Management Units.","4b8338eb243e4225bab941a51d48be98_0","dataset","2017-04-07T12:35:00","","","2015","2015","Forests###Trees###Michigan, United States","-90.4888###-82.1288###41.6321###47.4969","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/4b8338eb243e4225bab941a51d48be98_0.zip###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory/FeatureServer/0###https://opengeometadata.github.io/big-ten/96/62/13/c471a04eb89266090a37698e2a/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/4b8338eb243e4225bab941a51d48be98_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","929f3925-af80-4797-8875-fad65885f2df","101977","Metropolitan Planning Organizations (MPO): Michigan, 2015","Metropolitan Planning Organizations (MPO) are boundaries that define specific urbanized areas along with adjacent municipalities that are accepted into the MPO. MPOs serve as localized areas for transportation planning and forecasting traffic demand models. Please see theMDOT Metadata Formfor additional information.Update Cycle: The MPO boundaries are updated every census release. They were last updated after the 2010 census.;Coverage: This layer is complete in its coverage of all State of Michigan Metropolitan Planning Organizations.;Contact:Pam Boyd & John Lanum","f0b0a3c3aee64cff9908f138de9390b8_5","dataset","2017-04-07T12:34:58","","","2015","2015","Michigan, United States","-86.8522###-82.3655###41.6908###43.8411","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/f0b0a3c3aee64cff9908f138de9390b8_5.zip###https://opengeometadata.github.io/big-ten/92/9f/39/25af8047978875fad65885f2df/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_boundaries/MapServer/5###https://gis-michigan.opendata.arcgis.com/datasets/f0b0a3c3aee64cff9908f138de9390b8_5","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","dbab61c5-541d-4794-bed3-57bab0928570","101908","Aerial Forest Survey Pattern: Michigan, 2010","This data was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_31","dataset","2017-04-07T12:35:03","","","2010","2010","Forests###Trees###Michigan, United States","-90.1146###-82.7058###42.3674###47.3987","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_31.zip###https://opengeometadata.github.io/big-ten/db/ab/61/c5541d4794bed357bab0928570/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/31","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","db2fb8da-355c-4d54-8d91-11432ebf23e7","101909","Public Land Survey Quarter-Quarter Sections: Michigan, 2015","County town, range, section, quarter/quarter, quarter polygons, town, range, section, government lot polygons, or private claim polygons.","a38e5096220b419a84c105888ffcc33a_3","dataset","2017-04-07T12:34:44","","","2015","2015","Michigan, United States###Public Land Survey System","-90.4261###-82.4186###41.6968###48.2643","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a38e5096220b419a84c105888ffcc33a_3.zip###https://opengeometadata.github.io/big-ten/db/2f/b8/da355c4d548d9111432ebf23e7/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/boundaries/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/a38e5096220b419a84c105888ffcc33a_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","de124a0f-286e-4d39-9338-73e54e9b329c","101905","Spruce Budworm: Michigan, 2009","Spruce Budworm 2009 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","a38c78e853344d2692878360615e60fe_31","dataset","2017-04-07T12:34:56","","","2009","2009","Forests###Trees###Michigan, United States","-90.1635###-83.3611###41.679###48.1596","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a38c78e853344d2692878360615e60fe_31.zip###https://opengeometadata.github.io/big-ten/de/12/4a/0f286e4d39933873e54e9b329c/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/31###https://gis-michigan.opendata.arcgis.com/datasets/a38c78e853344d2692878360615e60fe_31","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","de479943-383e-4d51-b62b-a2f9b04402fc","101904","Lease Auction, all results: Michigan, October 2016","2016 Oil and Gas Lease Auction results","f2be472b90004d1ca9b9da685d2bf255_3","dataset","2017-05-12T10:46:04","2017-02-18","2017-02-18","2016","2016","Oil###Gas###Minerals###Michigan, United States","-90.42###-82.12###41.7###48.31","","https://gis-michigan.opendata.arcgis.com/###https://www.arcgis.com/sharing/rest/content/items/8e0fd8b327c6432cb0bcee489068a753/data###https://gis-michigan.opendata.arcgis.com/datasets/f2be472b90004d1ca9b9da685d2bf255_3###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ogauction_2016fall/FeatureServer/3###https://opengeometadata.github.io/big-ten/de/47/99/43383e4d51b62ba2f9b04402fc/iso19139","File Geodatabase Table","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","e3051e70-cf86-4708-8696-8d0021fed3c7","101903","Aerial Forest Survey Disease/Pest: Michigan, 2004","This data was taken from an aerial survey of forests","15fed90dd41048ecbcc4504a83e3aac0_14","dataset","2017-04-07T12:34:24","2016-07-07","2017-03-15","2004","2004","Forests###Trees###Michigan, United States","-88.662###-83.2305###44.042###46.7767","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/15fed90dd41048ecbcc4504a83e3aac0_14.zip###https://gis-michigan.opendata.arcgis.com/datasets/15fed90dd41048ecbcc4504a83e3aac0_14###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/14###https://opengeometadata.github.io/big-ten/e3/05/1e/70cf86470886968d0021fed3c7/iso19139","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","e3058b43-b4ad-44ef-af4f-a3add0d83304","101902","Aerial Forest Survey Disease/Pest: Michigan, 2015","This data was taken from an aerial survey of forests","ccc9b558497f44cba1c90b1c77aef621_63","dataset","2017-04-07T12:35:15","2016-01-07","2017-03-15","2015","2015","Forests###Trees###Michigan, United States","-90.2176###-83.1354###42.4499###48.0913","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ccc9b558497f44cba1c90b1c77aef621_63.zip###https://gis-michigan.opendata.arcgis.com/datasets/ccc9b558497f44cba1c90b1c77aef621_63###https://opengeometadata.github.io/big-ten/e3/05/8b/43b4ad44efaf4fa3add0d83304/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrAerialSurveys/MapServer/63","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","e61bd812-1629-4fa6-acc8-ddba22ad1906","101901","Intermediate School Districts: Michigan","This dataset represents Intermediate School Districts from the Michigan Geographic Framework (MGF) base map.More Metadata","3ca667cf6b8244bcbd3687706d173f8a_21","dataset","2017-05-12T10:41:23","2016-12-07","2016-12-08","2016","2016","Schools###School districts###Michigan, United States","-90.418289###-82.413478###41.696126###48.262692","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/3ca667cf6b8244bcbd3687706d173f8a_21.zip###https://gis-michigan.opendata.arcgis.com/datasets/3ca667cf6b8244bcbd3687706d173f8a_21###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/21###https://opengeometadata.github.io/big-ten/e6/1b/d8/1216294fa6acc8ddba22ad1906/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","e6b2371f-fa3c-4171-b290-6df17eb1473f","101900","Aerial Forest Survey Severity: Michigan, 2005","This data was taken from an aerial survey of forests","fff41aa4828f44adb290bfa0f0d7b22c_15","dataset","2017-04-07T12:35:07","2016-07-07","2017-03-15","2005","2005","Michigan, United States","-89.8694###-83.2148###42.4898###48.0902","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/fff41aa4828f44adb290bfa0f0d7b22c_15.zip###https://gis-michigan.opendata.arcgis.com/datasets/fff41aa4828f44adb290bfa0f0d7b22c_15###https://opengeometadata.github.io/big-ten/e6/b2/37/1ffa3c4171b2906df17eb1473f/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/15","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","e78392ba-6b28-49c4-a4d1-bda91e67512f","101898","MDOT Five Year Transportation Program (5YTP) - Bridges: Michigan, 2015","The Five-Year Transportation Program (5YTP) is an annual document listing road and bridge projects planned for the next five years. A snapshot of 5YTP projects is produced annually and presented for approval to the State Transportation Commission. The 5YTP snapshot is later archived and the document is posted on MDOTs Web site. A Web-based interactive state map is available which plots individual projects for the public to easily view. Please see theMDOT Metadata Formfor additional information or visit the5YTP Website.Update Cycle: The Five Year Transportation Program (5YTP) layer was last updated in January 2016 and is updated on an annual basis.;Data Quality: The GIS layer is generated from MDOTs MAP database 5YTP archive snapshot.;Coverage: This layer covers all projects in the current 5YTP snapshot.;Contact: Eric Mullen,mullene@michigan.gov","ce9185c78b77417a8f185a281267ef11_36","dataset","2017-04-07T12:34:46","","","2015","2015","Michigan, United States","-91.4358###-81.6055###41.4359###48.522","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ce9185c78b77417a8f185a281267ef11_36.zip###https://opengeometadata.github.io/big-ten/e7/83/92/ba6b2849c4a4d1bda91e67512f/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/36###https://gis-michigan.opendata.arcgis.com/datasets/ce9185c78b77417a8f185a281267ef11_36","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","e6dc831b-057a-492f-8c30-78f505b4af38","101899","Traffic Volumes: Michigan, 2010","The Annual Average Daily Traffic (AADT) is the estimated mean daily traffic volume and theCommercial Annual Average Daily Traffic (CAADT) is the estimated mean daily traffic volume for commercialvehicles.Data DictionaryData Quality:For continuous sites, estimates are calculated by summing the Annual Average Days of the Week and dividing by seven. For short-count sites, estimates are made by factoring a short count using seasonal and day-of-week adjustment factors.Data Coverage:The dataset covers the entire State of Michigan (state-owned) Trunkline system.Update Cycle:AADT & CAADT volumes are created and released every year.Contact:Kevin Krzeminski","2bcfd62c243e462ea4ff040f8581fe5f_4","dataset","2017-04-07T12:34:52","","","2010","2010","Michigan, United States","-88.4579###-82.2626###41.7008###47.2141","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_4.zip###https://opengeometadata.github.io/big-ten/e6/dc/83/1b057a492f8c3078f505b4af38/iso19139###https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/mdot_traffic_volumes_archive/FeatureServer/4###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","e98a616f-9244-401d-9920-8ebb8d6fa765","101896","Block Groups: Michigan, 1990","1990 Block Groups from the Michigan Geographic Framework (MGF) base map. Block groups (BGs) are combinations of census blocks within a census tract or BNA that share the same first digit in their identifying numbers. For example, BG 3 within a particular census tract comprises all blocks numbered between 301 and 399. A census tract or BNA contains a maximum of nine BGs. BG90 consists of the 6 digit tract number followed by the 1 digit block group number.","944639e67a5f4b40a8134f5215da587d_19","dataset","2017-04-07T12:34:51","","","1990","1990","Michigan, United States###Demographics###Census","-90.5567###-82.0649###41.6321###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/944639e67a5f4b40a8134f5215da587d_19.zip###https://gis-michigan.opendata.arcgis.com/datasets/944639e67a5f4b40a8134f5215da587d_19.zip###https://opengeometadata.github.io/big-ten/e9/8a/61/6f9244401d99208ebb8d6fa765/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/19###https://gis-michigan.opendata.arcgis.com/datasets/944639e67a5f4b40a8134f5215da587d_19","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","ea50eab4-ceb3-4d29-a168-90e0abd65469","101895","Villages: Michigan, 2015","Villages from the Michigan Geographic Framework (MGF) base map.","fa649af4d96a4766859f8a822d6d36d3_3","dataset","2017-04-07T12:34:22","","","2015","2015","Michigan, United States","-89.3378###-82.5225###41.7168###47.3004","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/fa649af4d96a4766859f8a822d6d36d3_3.zip###https://opengeometadata.github.io/big-ten/ea/50/ea/b4ceb34d29a16890e0abd65469/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/fa649af4d96a4766859f8a822d6d36d3_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
